coordinates	refseqid	gene	circn	run_hal01_test1a	run_697_r_test1a	run_hal01_r_test1a	run_hal01_r_test1c	run_hal01_test1c	run_hal01_test1d	run_hal01_test1b	run_697_r_test1c	run_hal01_r_test1b	run_697_test1c	run_697_r_test1b	run_697_test1e	run_697_r_test1d	run_hal01_r_test1d	run_697_test1a	run_697_test1d	
chr14:103928741-103934523	NM_001128918	MARK3	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr14:24435491-24470293	NM_021004	DHRS4	hsa_circ_0000526	8	0	0	0	8	8	8	0	0	4	0	4	0	0	4	4
chr14:39649913-39650002	NM_002687	PNN	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr14:56746393-56757174	NM_021255	PELI2	hsa_circ_0000541	0	0	3	3	0	0	0	0	3	3	0	3	0	3	3	3
chr1:46521466-46546422	NM_003629	PIK3R3	hsa_circ_0012300	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr14:68273261-68276006	NM_015346	ZFYVE26	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr14:73544076-73554869	NM_021239	RBM25	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr14:73570053-73570153	NM_021239	RBM25	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr14:74557934-74567941	NM_001024674	LIN52	hsa_circ_0005182	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr14:99924615-99941671	NM_032233	SETD3	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr15:23012278-23014528	NM_001008860	NIPA2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr1:52975267-53018762	NM_001009881	ZCCHC11	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr1:52981562-52992045	NM_001009881	ZCCHC11	hsa_circ_0012553	2	0	0	0	2	2	2	0	0	2	0	2	0	0	2	2
chr1:52981562-52995545	NM_001009881	ZCCHC11	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr15:35174702-35178862	NM_014691	AQR	unknown	3	0	3	3	3	3	3	0	3	2	0	2	0	3	2	2
chr15:40933576-40943017	NM_144508	KNL1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr15:42959940-42961956	NM_020759	STARD9	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr15:43103885-43109295	NM_173500	TTBK2	hsa_circ_0034870	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr15:50875285-50884823	NM_017672	TRPM7	hsa_circ_0035228	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr15:52161413-52194233	NM_014547	TMOD3	hsa_circ_0035292	2	0	0	0	2	2	2	0	0	2	0	2	0	0	2	2
chr15:64404771-64411053	NM_001242933	SNX1	hsa_circ_0003867	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr15:73052747-73064186	NM_031284	ADPGK	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr15:76146726-76175765	NM_173469	UBE2Q2	hsa_circ_0036372	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr15:77544708-77578846	NM_024776	PEAK1	hsa_circ_0007284	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr1:58971731-59002267	NM_145243	OMA1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr15:93510554-93510743	NM_001271	CHD2	hsa_circ_0004842	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr15:93540186-93545547	NM_001271	CHD2	hsa_circ_0036997	0	0	0	0	0	0	0	0	0	5	0	5	0	0	5	5
chr16:21326631-21328447	NR_026675	CRYM-AS1	hsa_circ_0005287	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr1:62910408-62913182	NM_001017415	USP1	unknown	0	0	0	0	0	0	0	0	0	4	0	4	0	0	4	4
chr1:6291961-6293703	NM_012405	ICMT	hsa_circ_0007427	0	0	6	6	0	0	0	0	6	2	0	2	0	6	2	2
chr1:63003561-63005563	NM_001271999	DOCK7	hsa_circ_0004533	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr16:57153106-57153562	NM_152727	CPNE2	hsa_circ_0039539	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr1:67792417-67796493	NM_001258214	IL12RB2	unknown	0	0	4	4	0	0	0	0	4	2	0	2	0	4	2	2
chr16:89611055-89614521	NM_003119	SPG7	hsa_circ_0004945	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr16:89757850-89758924	NM_001098533	CDK10	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr17:15881357-15890682	NM_001042697	ZSWIM7	hsa_circ_0042133	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr17:27794162-27825539	NM_020791	TAOK1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr17:33466253-33467085	NM_001014445	NLE1	hsa_circ_0043107	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr17:38547757-38548989	NM_001067	TOP2A	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr17:40764092-40812334	NM_001070	TUBG1	hsa_circ_0000766	12	0	0	0	12	12	12	0	0	7	0	7	0	0	7	7
chr17:40765866-40817580	NM_001070	TUBG1	hsa_circ_0000767	10	0	0	0	10	10	10	0	0	9	0	9	0	0	9	9
chr17:49278952-49281286	NM_017643	MBTD1	hsa_circ_0008152	0	0	3	3	0	0	0	0	3	2	0	2	0	3	2	2
chr17:5211988-5250220	NM_001083585	RABEP1	hsa_circ_0041673	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr17:53478829-53491593	NM_012329	MMD	hsa_circ_0044702	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr17:57814813-57851246	NM_030938	VMP1	hsa_circ_0003127	0	0	3	3	0	0	0	0	3	2	0	2	0	3	2	2
chr17:61655830-61657304	NM_005828	DCAF7	hsa_circ_0045202	0	0	2	2	0	0	0	0	2	3	0	3	0	2	3	3
chr17:62515438-62529309	NM_138363	CEP95	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr17:64059080-64066119	NM_145036	unkn	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr17:6498291-6503778	NM_014804	KIAA0753	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr17:65924470-65936772	NM_004459	BPTF	hsa_circ_0045463	0	0	3	3	0	0	0	0	3	3	0	3	0	3	3	3
chr17:65941524-65944422	NM_004459	BPTF	hsa_circ_0000798	2	0	0	0	2	2	2	0	0	2	0	2	0	0	2	2
chr17:76388556-76411108	NM_024419	PGS1	hsa_circ_0045890	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr18:12999419-13030607	NM_032142	CEP192	unknown	5	0	0	0	5	5	5	0	0	2	0	2	0	0	2	2
chr18:12999419-13042333	NM_032142	CEP192	hsa_circ_0046999	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr18:29412046-29435770	NM_014939	TRAPPC8	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr18:33739697-33739978	NM_001242879	ELP2	hsa_circ_0047433	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr18:34465519-34526376	NM_020776	KIAA1328	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr18:44526019-44526886	NM_031303	KATNAL2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr18:48702264-48703946	NM_016626	MEX3C	unknown	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr18:51797729-51810383	NM_007195	POLI	hsa_circ_0047720	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr18:65177999-65178072	NM_032160	DSEL	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr18:9182379-9221997	NM_001083625	ANKRD12	hsa_circ_0000826	11	0	0	0	11	11	11	0	0	5	0	5	0	0	5	5
chr1:89250321-89251896	NM_006256	PKN2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:1010144-1010276	NM_001033026	TMEM259	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:17643071-17644510	NM_001098524	FAM129C	unknown	0	0	6	6	0	0	0	0	6	2	0	2	0	6	2	2
chr19:21281620-21349264	NM_182515	ZNF714	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:23541231-23545527	NM_003430	ZNF91	unknown	0	0	0	0	0	0	0	0	0	13	0	13	0	0	13	13
chr1:93651901-93692006	NM_206886	CCDC18	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:37185703-37203769	NM_152603	ZNF567	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:42560813-42561130	NM_002088	GRIK5	hsa_circ_0051262	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:4430545-4433536	NM_005483	CHAF1A	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:48631166-48637323	NM_000234	LIG1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:48722127-48744320	NM_001184900	CARD8	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:49593547-49593777	NM_003089	SNRNP70	hsa_circ_0051849	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:52477598-52505534	NR_103847	ZNF350-AS1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:52579296-52620277	NM_001136499	ZNF841	unknown	5	0	0	0	5	5	5	0	0	6	0	6	0	0	6	6
chr19:53158813-53202491	NM_001277945	ZNF83	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:58004223-58016768	NM_001098491	ZNF419	unknown	3	0	0	0	3	3	3	0	0	2	0	2	0	0	2	2
chr19:58436990-58441925	NM_133460	ZNF418	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:7128862-7132328	NM_000208	INSR	hsa_circ_0048948	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:7166164-7168105	NM_000208	INSR	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr19:8520288-8528570	NM_005968	HNRNPM	hsa_circ_0006382	4	0	0	0	4	4	4	0	0	3	0	3	0	0	3	3
chr19:9643520-9645955	NM_024106	ZNF426	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr20:30345209-30366787	NM_012112	TPX2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr20:30370051-30385318	NM_012112	TPX2	hsa_circ_0003209	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr20:32207322-32216241	NM_001032999	CBFA2T2	hsa_circ_0059862	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr20:33302393-33303169	NM_001242539	NCOA6	hsa_circ_0008213	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr20:34389412-34435356	NM_016436	PHF20	hsa_circ_0006478	0	0	3	3	0	0	0	0	3	2	0	2	0	3	2	2
chr20:39721111-39729993	NM_003286	TOP1	unknown	0	0	0	0	0	0	0	0	0	4	0	4	0	0	4	4
chr20:45848908-45891172	NM_001281771	ZMYND8	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr20:45867639-45891172	NM_001281771	ZMYND8	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr20:58318161-58330419	NM_001199505	PHACTR3	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:109388156-109389502	NM_006267	RANBP2	hsa_circ_0006965	0	0	5	5	0	0	0	0	5	2	0	2	0	5	2	2
chr2:113057425-113057606	NM_198581	ZC3H6	hsa_circ_0001062	2	0	0	0	2	2	2	0	0	2	0	2	0	0	2	2
chr21:17205666-17208361	NM_013396	USP25	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr21:40578033-40590586	NM_018963	BRWD1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:152293340-152314477	NM_001177663	RIF1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:152980279-153006743	NM_005843	STAM2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:15555669-15618413	NM_015909	NBAS	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:197559769-197576976	NM_001080539	CCDC150	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:217005908-217026771	NM_021141	XRCC5	hsa_circ_0058175	0	0	3	3	0	0	0	0	3	2	0	2	0	3	2	2
chr22:17978441-17979767	NM_031413	unkn	hsa_circ_0062161	0	0	2	2	0	0	0	0	2	3	0	3	0	2	3	3
chr2:219394678-219411021	NM_020935	USP37	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:223765391-223773868	NM_004457	ACSL3	hsa_circ_0004821	2	0	4	4	2	2	2	0	4	2	0	2	0	4	2	2
chr22:24698162-24743144	NM_001145468	SPECC1L	hsa_circ_0062602	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:236658997-236715975	NM_001244888	AGAP1	hsa_circ_0058800	0	0	3	3	0	0	0	0	3	2	0	2	0	3	2	2
chr22:36705326-36715680	NM_002473	MYH9	hsa_circ_0063134	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr22:36894037-36897454	NM_024955	FOXRED2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr22:39440945-39475090	NM_145298	APOBEC3F	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:24181170-24207701	NM_181713	UBXN2A	hsa_circ_0052967	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr22:42910111-42970824	NM_015703	RRP7A	hsa_circ_0001241	8	0	5	5	8	8	8	0	5	3	0	3	0	5	3	3
chr22:45204186-45221473	NM_181334	PRR5-ARHGAP8	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:24524022-24526731	NM_006277	ITSN2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:32740056-32750695	NM_016252	BIRC6	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:44187679-44216829	NM_133259	LRPPRC	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:48847989-48898819	NM_001198593	STON1-GTF2A1L	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:54839297-54859905	NM_003128	SPTBN1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:55559701-55562300	NM_001135597	CCDC88A	hsa_circ_0054618	2	0	0	0	2	2	2	0	0	3	0	3	0	0	3	3
chr2:61126104-61126971	NM_002908	REL	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:61709514-61720188	NM_003400	XPO1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:61715299-61761038	NM_003400	XPO1	hsa_circ_0054868	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:61717776-61719616	NM_003400	XPO1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:61749745-61764803	NM_003400	XPO1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:68717321-68765359	NM_173545	APLF	hsa_circ_0055020	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:68794472-68839379	NM_173545	APLF	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr2:73828321-73899622	NM_015120	ALMS1	hsa_circ_0001031	0	0	0	0	0	0	0	0	0	5	0	5	0	0	5	5
chr2:74273404-74307718	NM_144993	unkn	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:111297873-111319761	NM_005816	CD96	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:11396894-11421526	NM_001136031	ATG7	hsa_circ_0002790	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:121215654-121217517	NM_199420	POLQ	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:138244331-138256189	NM_024491	CEP70	unknown	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr3:142066075-142078773	NM_001042604	unkn	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:15793256-15855816	NM_001195099	ANKRD28	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:160131260-160132305	NM_001002800	SMC4	hsa_circ_0001356	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:196089164-196129890	NM_015562	UBXN7	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:196453525-196457963	NM_001166304	PIGX	unknown	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr3:25677426-25686961	NM_001068	TOP2B	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:27424643-27465643	NM_001258380	SLC4A7	hsa_circ_0064618	2	0	0	0	2	2	2	0	0	3	0	3	0	0	3	3
chr3:27453132-27493989	NM_001258380	SLC4A7	hsa_circ_0064622	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:32569937-32578596	NM_016141	DYNC1LI1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:37125126-37170640	NM_001134369	LRRFIP2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:44871462-44882730	NM_020242	KIF15	unknown	0	0	3	3	0	0	0	0	3	2	0	2	0	3	2	2
chr3:51638435-51638552	NM_015106	RAD54L2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:53264472-53276258	NM_001135055	TKT	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr3:9477751-9478572	NM_001080517	SETD5	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr4:128995614-129003460	NM_001278604	LARP1B	hsa_circ_0007619	3	0	3	3	3	3	3	0	3	2	0	2	0	3	2	2
chr4:129857809-129925031	NM_144643	SCLT1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr4:146712342-146712642	NM_178835	ZNF827	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr4:151792496-151814301	NM_001199282	LRBA	hsa_circ_0071238	2	0	3	3	2	2	2	0	3	2	0	2	0	3	2	2
chr4:170428187-170477246	NM_001199397	NEK1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr4:39839475-39843676	NM_001100399	PDS5A	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr4:42424823-42448661	NM_001105529	ATP8A1	hsa_circ_0069602	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr4:54252742-54252893	NM_001134937	FIP1L1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr4:77917577-77952123	NM_018243	SEPT11	hsa_circ_0070057	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr4:79747190-79786874	NM_017593	BMP2K	hsa_circ_0070193	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr4:88084709-88116842	NM_020803	KLHL8	unknown	0	0	0	0	0	0	0	0	0	4	0	4	0	0	4	4
chr4:88091230-88116842	NM_020803	KLHL8	hsa_circ_0070389	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr4:88957371-88987031	NM_000297	PKD2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:102231554-102237117	NM_000919	PAM	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:112871436-112929247	NM_022828	YTHDC2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:122868262-122893258	NM_001031812	CSNK1G3	unknown	0	0	2	2	0	0	0	0	2	3	0	3	0	2	3	3
chr5:122881110-122911657	NM_001031812	CSNK1G3	hsa_circ_0073706	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr5:130840318-130899559	NM_001164386	RAPGEF6	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:158500403-158523414	NM_024007	EBF1	hsa_circ_0074824	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:16779653-16783578	NM_012334	MYO10	unknown	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr5:173009429-173009542	NR_027108	AC008663.2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:179663143-179709631	NM_002752	MAPK9	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:36975877-36986403	NM_015384	NIPBL	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:36982266-36986403	NM_015384	NIPBL	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:43624133-43677908	NM_012343	NNT	hsa_circ_0072410	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:54562965-54569205	NM_019030	DHX29	hsa_circ_0072469	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:60817089-60827552	NM_020928	ZSWIM6	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:65317149-65350779	NM_001006600	ERBIN	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:70797388-70808255	NM_018429	BDP1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:87583252-87615651	NR_039993	TMEM161B-AS1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:88119551-88119747	NM_001193348	MEF2C	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:95084036-95103870	NM_014899	RHOBTB3	hsa_circ_0073440	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr5:96320783-96350799	NM_005575	LNPEP	hsa_circ_0073472	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr6:10728872-10751467	NM_001165258	TMEM14C	hsa_circ_0001575	6	0	0	0	6	6	6	0	0	5	0	5	0	0	5	5
chr6:116966876-116982009	NM_145062	ZUFSP	hsa_circ_0077705	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr6:138763119-138817508	NM_001144060	NHSL1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr6:138772118-138772284	NM_001144060	NHSL1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr6:150004214-150016357	NR_073033	LATS1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr6:151277130-151286173	NM_001242767	MTHFD1L	hsa_circ_0078293	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr6:151669845-151674887	NM_005100	AKAP12	hsa_circ_0078299	7	0	0	0	7	7	7	0	0	8	0	8	0	0	8	8
chr6:158688265-158735300	NM_001007466	TULP4	unknown	2	0	0	0	2	2	2	0	0	2	0	2	0	0	2	2
chr6:158703294-158735300	NM_001007466	TULP4	unknown	10	0	0	0	10	10	10	0	0	3	0	3	0	0	3	3
chr6:158733082-158735300	NM_001007466	TULP4	unknown	12	0	0	0	12	12	12	0	0	4	0	4	0	0	4	4
chr6:18236682-18258636	NM_001134709	DEK	hsa_circ_0075796	4	0	0	0	4	4	4	0	0	4	0	4	0	0	4	4
chr6:26370549-26406484	NM_001197247	BTN3A2	unknown	2	0	0	0	2	2	2	0	0	2	0	2	0	0	2	2
chr6:29913227-29977144	NM_001242758	HLA-A	unknown	14	0	0	0	14	14	14	0	0	10	0	10	0	0	10	10
chr6:31322255-31349855	NM_005514	HLA-B	unknown	40	0	0	0	40	40	40	0	0	18	0	18	0	0	18	18
chr6:32523259-32548633	NR_001298	HLA-DRB6	unknown	0	0	0	0	0	0	0	0	0	7	0	7	0	0	7	7
chr6:32526449-32552630	NR_001298	HLA-DRB6	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr6:33053555-33095875	NM_002121	HLA-DPB1	unknown	25	0	0	0	25	25	25	0	0	5	0	5	0	0	5	5
chr6:42603155-42630015	NM_015255	UBR2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr6:56915571-56955692	NM_020931	KIAA1586	hsa_circ_0001611	13	0	0	0	13	13	13	0	0	4	0	4	0	0	4	4
chr6:71123348-71212494	NM_001105531	FAM135A	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr6:76357446-76380436	NM_001100409	SENP6	hsa_circ_0077086	2	0	0	0	2	2	2	0	0	2	0	2	0	0	2	2
chr6:76368977-76388643	NM_001100409	SENP6	unknown	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr6:79668191-79679634	NM_017934	PHIP	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr6:89479492-89563483	NM_003800	RNGTT	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr6:90039501-90053475	NM_016021	UBE2J1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:102038066-102040095	NR_038967	PRKRIP1	hsa_circ_0081651	0	0	5	5	0	0	0	0	5	2	0	2	0	5	2	2
chr7:105099614-105135700	NM_019042	PUS7	hsa_circ_0081840	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:127025579-127026209	NM_176814	ZNF800	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:129297182-129367205	NM_005011	NRF1	hsa_circ_0082307	0	0	0	0	0	0	0	0	0	4	0	4	0	0	4	4
chr7:129311268-129330386	NM_005011	NRF1	hsa_circ_0082309	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:133747049-133747196	NM_021807	EXOC4	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:140476711-140508795	NM_004333	BRAF	hsa_circ_0007178	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:146302785-146302890	NM_014141	CNTNAP2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:148903787-148910906	NM_003575	ZNF282	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:148903787-148963821	NM_003575	ZNF282	unknown	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr7:148903787-148985007	NM_003575	ZNF282	unknown	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr7:17929985-17937069	NM_015132	SNX13	hsa_circ_0079524	0	0	9	9	0	0	0	0	9	2	0	2	0	9	2	2
chr7:23023562-23030758	NM_032581	FAM126A	hsa_circ_0001682	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr7:2412307-2414241	NM_001037283	EIF3B	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:24663284-24733467	NM_016447	MPP6	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:35943863-36012196	NM_001011553	SEPT7	unknown	16	0	0	0	16	16	16	0	0	16	0	16	0	0	16	16
